npa,locality,canton,premium_region,bfs_number,commune,district,npa_spans_multiple_regions_flag,locality_spans_multiple_communes_flag
2502,Biel/Bienne,BE,1,371,Biel/Bienne,Biel/Bienne,0,0
2503,Biel/Bienne,BE,1,371,Biel/Bienne,Biel/Bienne,1,0
2503,Biel/Bienne,BE,2,743,Nidau,Biel/Bienne,1,0
2504,Biel/Bienne,BE,2,744,Orpund,Biel/Bienne,1,0
2504,Biel/Bienne,BE,1,371,Biel/Bienne,Biel/Bienne,1,0
2504,Biel/Bienne,BE,2,733,Brügg,Biel/Bienne,1,0
2505,Biel/Bienne,BE,1,371,Biel/Bienne,Biel/Bienne,1,0
2505,Biel/Bienne,BE,2,756,Twann-Tüscherz,Biel/Bienne,1,0
2512,Tüscherz-Alfermée,BE,2,756,Twann-Tüscherz,Biel/Bienne,0,0
2513,Twann,BE,2,740,Ligerz,Biel/Bienne,0,1
2513,Twann,BE,2,756,Twann-Tüscherz,Biel/Bienne,0,1
2514,Ligerz,BE,2,723,La Neuveville,Jura bernois,0,1
2514,Ligerz,BE,2,740,Ligerz,Biel/Bienne,0,1
2515,Prêles,BE,2,726,Plateau de Diesse,Jura bernois,0,0
2516,Lamboing,BE,2,756,Twann-Tüscherz,Biel/Bienne,0,1
2516,Lamboing,BE,2,726,Plateau de Diesse,Jura bernois,0,1
2517,Diesse,BE,2,726,Plateau de Diesse,Jura bernois,0,0
2518,Nods,BE,2,724,Nods,Jura bernois,1,0
2518,Nods,NE,0,6487,Val-de-Ruz,Cant. de Neuchâtel,1,0
2520,La Neuveville,BE,2,723,La Neuveville,Jura bernois,1,0
2520,La Neuveville,NE,0,6455,Le Landeron,Cant. de Neuchâtel,1,0
2523,Lignières,BE,2,723,La Neuveville,Jura bernois,1,0
2523,Lignières,BE,2,724,Nods,Jura bernois,1,0
2523,Lignières,NE,0,6487,Val-de-Ruz,Cant. de Neuchâtel,1,0
2523,Lignières,NE,0,6456,Lignières,Cant. de Neuchâtel,1,0
2523,Lignières,NE,0,6455,Le Landeron,Cant. de Neuchâtel,1,0
2525,Le Landeron,BE,2,494,Gals,Seeland,1,0
2525,Le Landeron,NE,0,6455,Le Landeron,Cant. de Neuchâtel,1,0
2532,Magglingen/Macolin,BE,1,371,Biel/Bienne,Biel/Bienne,0,1
2532,Magglingen/Macolin,BE,1,372,Evilard,Biel/Bienne,0,1
2533,Evilard,BE,1,372,Evilard,Biel/Bienne,0,0
2534,Les Prés-d'Orvin,BE,2,724,Nods,Jura bernois,0,1
2534,Les Prés-d'Orvin,BE,2,438,Orvin,Jura bernois,0,1
2534,Les Prés-d'Orvin,BE,2,431,Corgémont,Jura bernois,0,1
2534,Orvin,BE,2,438,Orvin,Jura bernois,0,1
2535,Frinvillier,BE,2,449,Sauge,Jura bernois,0,1
2535,Frinvillier,BE,2,450,Péry-La Heutte,Jura bernois,0,1
2535,Frinvillier,BE,2,438,Orvin,Jura bernois,0,1
2536,Plagne,BE,2,449,Sauge,Jura bernois,0,1
2536,Plagne,BE,2,442,Romont (BE),Jura bernois,0,1
2537,Vauffelin,BE,2,449,Sauge,Jura bernois,0,0
2538,Romont BE,BE,2,442,Romont (BE),Jura bernois,0,0
2540,Grenchen,SO,0,2546,Grenchen,Lebern,0,0
2542,Pieterlen,BE,2,392,Pieterlen,Biel/Bienne,0,0
2543,Lengnau BE,BE,2,387,Lengnau (BE),Biel/Bienne,0,0
2544,Bettlach,SO,0,2543,Bettlach,Lebern,0,0
2545,Selzach,SO,0,2556,Selzach,Lebern,0,0
2552,Orpund,BE,2,744,Orpund,Biel/Bienne,0,1
2552,Orpund,BE,2,733,Brügg,Biel/Bienne,0,1
2553,Safnern,BE,2,746,Safnern,Biel/Bienne,0,0
2554,Meinisberg,BE,2,390,Meinisberg,Biel/Bienne,0,0
2555,Brügg BE,BE,2,733,Brügg,Biel/Bienne,0,0
2556,Scheuren,BE,2,747,Scheuren,Biel/Bienne,0,1
2556,Schwadernau,BE,2,748,Schwadernau,Biel/Bienne,0,1
2557,Studen BE,BE,2,306,Lyss,Seeland,0,1
2557,Studen BE,BE,2,749,Studen (BE),Seeland,0,1
2558,Aegerten,BE,2,731,Aegerten,Biel/Bienne,0,0
2560,Nidau,BE,2,745,Port,Biel/Bienne,0,1
2560,Nidau,BE,2,743,Nidau,Biel/Bienne,0,1
2562,Port,BE,2,745,Port,Biel/Bienne,0,1
2562,Port,BE,2,732,Bellmund,Biel/Bienne,0,1
2563,Ipsach,BE,2,739,Ipsach,Biel/Bienne,0,1
2563,Ipsach,BE,2,732,Bellmund,Biel/Bienne,0,1
2564,Bellmund,BE,2,732,Bellmund,Biel/Bienne,0,0
2565,Jens,BE,2,738,Jens,Seeland,0,0
2572,Mörigen,BE,2,742,Mörigen,Biel/Bienne,0,1
2572,Sutz,BE,2,750,Sutz-Lattrigen,Biel/Bienne,0,1
2575,Gerolfingen,BE,2,751,Täuffelen,Seeland,0,1
2575,Hagneck,BE,2,736,Hagneck,Seeland,0,1
2575,Hagneck,BE,2,497,Lüscherz,Seeland,0,1
2575,Täuffelen,BE,2,736,Hagneck,Seeland,0,1
2575,Täuffelen,BE,2,751,Täuffelen,Seeland,0,1
2576,Lüscherz,BE,2,497,Lüscherz,Seeland,0,1
2576,Lüscherz,BE,2,502,Vinelz,Seeland,0,1
2577,Finsterhennen,BE,2,493,Finsterhennen,Seeland,0,1
2577,Siselen BE,BE,2,499,Siselen,Seeland,0,1
2603,Péry,BE,2,450,Péry-La Heutte,Jura bernois,0,1
2603,Péry,BE,2,442,Romont (BE),Jura bernois,0,1
2604,La Heutte,BE,2,450,Péry-La Heutte,Jura bernois,0,0
2605,Sonceboz-Sombeval,BE,2,444,Sonceboz-Sombeval,Jura bernois,0,0
2606,Corgémont,BE,2,444,Sonceboz-Sombeval,Jura bernois,0,1
2606,Corgémont,BE,2,431,Corgémont,Jura bernois,0,1
2607,Cortébert,BE,2,433,Cortébert,Jura bernois,0,0
2608,Courtelary,BE,2,434,Courtelary,Jura bernois,0,1
2608,Montagne-de-Courtelary,BE,2,432,Cormoret,Jura bernois,0,1
2608,Montagne-de-Courtelary,BE,2,433,Cortébert,Jura bernois,0,1
2608,Montagne-de-Courtelary,BE,2,434,Courtelary,Jura bernois,0,1
2608,Montagne-de-Courtelary,BE,2,431,Corgémont,Jura bernois,0,1
2610,Les Pontins,BE,2,448,Villeret,Jura bernois,0,1
2610,Les Pontins,BE,2,443,Saint-Imier,Jura bernois,0,1
2610,Mont-Crosin,BE,2,432,Cormoret,Jura bernois,0,1
2610,Mont-Crosin,BE,2,434,Courtelary,Jura bernois,0,1
2610,Mont-Crosin,BE,2,448,Villeret,Jura bernois,0,1
2610,Mont-Soleil,BE,2,443,Saint-Imier,Jura bernois,0,1
2610,Mont-Soleil,BE,2,445,Sonvilier,Jura bernois,0,1
2610,St-Imier,BE,2,443,Saint-Imier,Jura bernois,0,1
2612,Cormoret,BE,2,432,Cormoret,Jura bernois,0,0
2613,Villeret,BE,2,432,Cormoret,Jura bernois,0,1
2613,Villeret,BE,2,448,Villeret,Jura bernois,0,1
2615,Montagne-de-Sonvilier,BE,2,445,Sonvilier,Jura bernois,0,0
2615,Sonvilier,BE,2,445,Sonvilier,Jura bernois,0,0
2616,La Cibourg,BE,2,441,Renan (BE),Jura bernois,1,0
2616,Renan BE,BE,2,441,Renan (BE),Jura bernois,1,0
2616,Renan BE,NE,0,6421,La Chaux-de-Fonds,Cant. de Neuchâtel,1,0
2616,Renan BE,NE,0,6487,Val-de-Ruz,Cant. de Neuchâtel,1,0
2710,Tavannes,BE,2,713,Tavannes,Jura bernois,0,1
2710,Tavannes,BE,2,703,Reconvilier,Jura bernois,0,1
2712,Le Fuet,BE,2,706,Saicourt,Jura bernois,0,1
2712,Le Fuet,BE,2,716,Petit-Val,Jura bernois,0,1
2713,Bellelay,BE,2,706,Saicourt,Jura bernois,0,0
2714,Le Prédame,JU,0,6748,Les Genevez (JU),Les Franches-Montagnes,0,0
2714,Les Genevez JU,JU,0,6748,Les Genevez (JU),Les Franches-Montagnes,0,0
2715,Châtelat,BE,2,716,Petit-Val,Jura bernois,0,0
2715,Monible,BE,2,716,Petit-Val,Jura bernois,0,0
2716,Sornetan,BE,2,716,Petit-Val,Jura bernois,0,0
2717,Fornet-Dessous,BE,2,716,Petit-Val,Jura bernois,0,1
2717,Rebévelier,BE,2,715,Rebévelier,Jura bernois,0,1
2718,Fornet-Dessus,JU,0,6722,Saulcy,Delémont,0,1
2718,Fornet-Dessus,JU,0,6750,Lajoux (JU),Les Franches-Montagnes,0,1
2718,Lajoux JU,JU,0,6750,Lajoux (JU),Les Franches-Montagnes,0,1
2718,Lajoux JU,JU,0,6751,Montfaucon,Les Franches-Montagnes,0,1
2720,La Tanne,BE,2,713,Tavannes,Jura bernois,0,1
2720,La Tanne,BE,2,444,Sonceboz-Sombeval,Jura bernois,0,1
2720,La Tanne,BE,2,446,Tramelan,Jura bernois,0,1
2720,La Tanne,BE,2,431,Corgémont,Jura bernois,0,1
2720,Tramelan,BE,2,706,Saicourt,Jura bernois,0,1
2720,Tramelan,BE,2,437,Mont-Tramelan,Jura bernois,0,1
2720,Tramelan,BE,2,446,Tramelan,Jura bernois,0,1
2722,Les Reussilles,BE,2,446,Tramelan,Jura bernois,0,0
2723,Mont-Tramelan,BE,2,433,Cortébert,Jura bernois,0,1
2723,Mont-Tramelan,BE,2,434,Courtelary,Jura bernois,0,1
2723,Mont-Tramelan,BE,2,437,Mont-Tramelan,Jura bernois,0,1
2723,Mont-Tramelan,BE,2,446,Tramelan,Jura bernois,0,1
2732,Loveresse,BE,2,696,Loveresse,Jura bernois,0,1
2732,Reconvilier,BE,2,450,Péry-La Heutte,Jura bernois,0,1
2732,Reconvilier,BE,2,703,Reconvilier,Jura bernois,0,1
2732,Saicourt,BE,2,706,Saicourt,Jura bernois,0,1
2732,Saules BE,BE,2,707,Saules (BE),Jura bernois,0,1
2733,Pontenet,BE,2,696,Loveresse,Jura bernois,0,1
2733,Pontenet,BE,2,717,Valbirse,Jura bernois,0,1
2735,Bévilard,BE,2,717,Valbirse,Jura bernois,0,1
2735,Champoz,BE,2,690,Court,Jura bernois,0,1
2735,Champoz,BE,2,683,Champoz,Jura bernois,0,1
2735,Malleray,BE,2,450,Péry-La Heutte,Jura bernois,0,1
2735,Malleray,BE,2,717,Valbirse,Jura bernois,0,1
2736,Sorvilier,BE,2,711,Sorvilier,Jura bernois,0,0
2738,Court,BE,2,690,Court,Jura bernois,0,0
2740,Moutier,BE,2,704,Roches (BE),Jura bernois,1,0
2740,Moutier,JU,0,6831,Moutier,Moutier,1,0
2742,Perrefitte,BE,2,701,Perrefitte,Jura bernois,0,0
2743,Eschert,BE,2,692,Eschert,Jura bernois,0,0
2744,Belprahon,BE,2,681,Belprahon,Jura bernois,0,0
2745,Grandval,BE,2,694,Grandval,Jura bernois,0,0
2746,Crémines,BE,2,691,Crémines,Jura bernois,0,0
2747,Corcelles BE,BE,2,687,Corcelles (BE),Jura bernois,1,0
2747,Seehof,BE,2,709,Seehof,Jura bernois,1,0
2747,Seehof,SO,0,2421,Aedermannsdorf,Thal,1,0
2748,Les Ecorcheresses,JU,0,6729,Haute-Sorne,Delémont,1,0
2748,Les Ecorcheresses,BE,2,716,Petit-Val,Jura bernois,1,0
2748,Souboz,BE,2,716,Petit-Val,Jura bernois,1,0
2762,Roches BE,BE,2,704,Roches (BE),Jura bernois,0,0
2800,Delémont,JU,0,6712,Develier,Delémont,0,1
2800,Delémont,JU,0,6708,Courrendlin,Delémont,0,1
2800,Delémont,JU,0,6711,Delémont,Delémont,0,1
2802,Develier,JU,0,6712,Develier,Delémont,0,0
2803,Bourrignon,JU,0,6719,Pleigne,Delémont,0,1
2803,Bourrignon,JU,0,6703,Bourrignon,Delémont,0,1
2805,Soyhières,JU,0,6724,Soyhières,Delémont,0,1
2805,Soyhières,JU,0,6709,Courroux,Delémont,0,1
2806,Mettembert,JU,0,6716,Mettembert,Delémont,0,1
2806,Mettembert,JU,0,6719,Pleigne,Delémont,0,1
2806,Mettembert,JU,0,6711,Delémont,Delémont,0,1
2807,Lucelle,JU,0,6810,La Baroche,Porrentruy,0,1
2807,Lucelle,JU,0,6719,Pleigne,Delémont,0,1
2807,Pleigne,JU,0,6719,Pleigne,Delémont,0,1
2812,Movelier,JU,0,6718,Movelier,Delémont,0,0
2813,Ederswiler,JU,0,6713,Ederswiler,Delémont,0,1
2813,Ederswiler,JU,0,6718,Movelier,Delémont,0,1
2813,Ederswiler,JU,0,6719,Pleigne,Delémont,0,1
2814,Roggenburg,JU,0,6713,Ederswiler,Delémont,1,0
2814,Roggenburg,SO,0,2619,Kleinlützel,Thierstein,1,0
2814,Roggenburg,BL,2,2790,Roggenburg,Laufen,1,0
2814,Roggenburg,JU,0,6719,Pleigne,Delémont,1,0
2822,Courroux,JU,0,6709,Courroux,Delémont,0,0
2823,Courcelon,JU,0,6709,Courroux,Delémont,0,0
2824,Vicques,JU,0,6730,Val Terbi,Delémont,0,0
2825,Courchapoix,JU,0,6706,Courchapoix,Delémont,0,0
2826,Corban,JU,0,6730,Val Terbi,Delémont,0,0
2827,Mervelier,JU,0,6715,Mervelier,Delémont,1,0
2827,Schelten,BE,2,708,Schelten,Jura bernois,1,0
2827,Schelten,SO,0,2612,Beinwil (SO),Thierstein,1,0
2828,Montsevelier,JU,0,6730,Val Terbi,Delémont,0,0
2829,Vermes,JU,0,6730,Val Terbi,Delémont,0,0
2830,Courrendlin,JU,0,6708,Courrendlin,Delémont,0,1
2830,Courrendlin,JU,0,6709,Courroux,Delémont,0,1
2830,Vellerat,JU,0,6708,Courrendlin,Delémont,0,1
2832,Rebeuvelier,JU,0,6730,Val Terbi,Delémont,0,1
2832,Rebeuvelier,JU,0,6708,Courrendlin,Delémont,0,1
2842,Rossemaison,JU,0,6721,Rossemaison,Delémont,0,0
2843,Châtillon JU,JU,0,6704,Châtillon (JU),Delémont,0,0
2852,Courtételle,JU,0,6710,Courtételle,Delémont,0,1
2852,Courtételle,JU,0,6711,Delémont,Delémont,0,1
2853,Courfaivre,JU,0,6729,Haute-Sorne,Delémont,0,0
2854,Bassecourt,JU,0,6729,Haute-Sorne,Delémont,0,0
2855,Glovelier,JU,0,6729,Haute-Sorne,Delémont,0,0
2856,Boécourt,JU,0,6702,Boécourt,Delémont,0,0
2857,Montavon,JU,0,6702,Boécourt,Delémont,0,0
2863,Undervelier,JU,0,6729,Haute-Sorne,Delémont,0,0
2864,Soulce,JU,0,6729,Haute-Sorne,Delémont,0,0
2873,Saulcy,JU,0,6722,Saulcy,Delémont,0,1
2873,Saulcy,JU,0,6758,Saint-Brais,Les Franches-Montagnes,0,1
2882,St-Ursanne,JU,0,6808,Clos du Doubs,Porrentruy,0,1
2882,St-Ursanne,JU,0,6758,Saint-Brais,Les Franches-Montagnes,0,1
2883,Montmelon,JU,0,6808,Clos du Doubs,Porrentruy,0,1
2883,Montmelon,JU,0,6758,Saint-Brais,Les Franches-Montagnes,0,1
2883,Montmelon,JU,0,6702,Boécourt,Delémont,0,1
2884,Montenol,JU,0,6808,Clos du Doubs,Porrentruy,0,0
2885,Epauvillers,JU,0,6808,Clos du Doubs,Porrentruy,0,0
2886,Epiquerez,JU,0,6808,Clos du Doubs,Porrentruy,0,1
2886,Epiquerez,JU,0,6758,Saint-Brais,Les Franches-Montagnes,0,1
2887,Soubey,JU,0,6759,Soubey,Les Franches-Montagnes,0,0
2888,Seleute,JU,0,6808,Clos du Doubs,Porrentruy,0,0
2889,Ocourt,JU,0,6808,Clos du Doubs,Porrentruy,0,0
2900,Porrentruy,JU,0,6800,Porrentruy,Porrentruy,0,0
2902,Fontenais,JU,0,6790,Fontenais,Porrentruy,0,0
2903,Villars-sur-Fontenais,JU,0,6790,Fontenais,Porrentruy,0,0
2904,Bressaucourt,JU,0,6790,Fontenais,Porrentruy,0,0
2905,Courtedoux,JU,0,6785,Courtedoux,Porrentruy,0,0
2906,Chevenez,JU,0,6809,Haute-Ajoie,Porrentruy,0,0
2907,Rocourt,JU,0,6809,Haute-Ajoie,Porrentruy,0,0
2908,Grandfontaine,JU,0,6792,Grandfontaine,Porrentruy,0,0
2912,Roche-d'Or,JU,0,6809,Haute-Ajoie,Porrentruy,0,0
2912,Réclère,JU,0,6809,Haute-Ajoie,Porrentruy,0,0
2914,Damvant,JU,0,6809,Haute-Ajoie,Porrentruy,0,0
2915,Bure,JU,0,6778,Bure,Porrentruy,0,1
2915,Bure,JU,0,6807,Basse-Allaine,Porrentruy,0,1
2916,Fahy,JU,0,6789,Fahy,Porrentruy,0,0
2922,Courchavon,JU,0,6783,Courchavon,Porrentruy,0,0
2923,Courtemaîche,JU,0,6807,Basse-Allaine,Porrentruy,0,0
2924,Montignez,JU,0,6807,Basse-Allaine,Porrentruy,0,0
2925,Buix,JU,0,6807,Basse-Allaine,Porrentruy,0,0
2926,Boncourt,JU,0,6774,Boncourt,Porrentruy,0,0
2932,Coeuve,JU,0,6781,Coeuve,Porrentruy,0,0
2933,Damphreux,JU,0,6811,Damphreux-Lugnez,Porrentruy,0,0
2933,Lugnez,JU,0,6811,Damphreux-Lugnez,Porrentruy,0,0
2935,Beurnevésin,JU,0,6812,Basse-Vendline,Porrentruy,0,0
2942,Alle,JU,0,6771,Alle,Porrentruy,0,0
2943,Vendlincourt,JU,0,6806,Vendlincourt,Porrentruy,0,0
2944,Bonfol,JU,0,6812,Basse-Vendline,Porrentruy,0,0
2946,Miécourt,JU,0,6810,La Baroche,Porrentruy,0,0
2947,Charmoille,JU,0,6810,La Baroche,Porrentruy,0,0
2950,Courgenay,JU,0,6784,Courgenay,Porrentruy,0,0
2950,Courtemautruy,JU,0,6784,Courgenay,Porrentruy,0,0
2952,Cornol,JU,0,6782,Cornol,Porrentruy,0,0
2953,Fregiécourt,JU,0,6810,La Baroche,Porrentruy,0,0
2953,Pleujouse,JU,0,6810,La Baroche,Porrentruy,0,0
2954,Asuel,JU,0,6810,La Baroche,Porrentruy,0,0
3004,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3005,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3006,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3007,Bern,BE,1,355,Köniz,Bern-Mittelland,0,1
3007,Bern,BE,1,351,Bern,Bern-Mittelland,0,1
3008,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3010,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3011,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3012,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3013,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3014,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3015,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3018,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3019,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3020,Bern,BE,2,663,Frauenkappelen,Bern-Mittelland,1,0
3020,Bern,BE,1,351,Bern,Bern-Mittelland,1,0
3027,Bern,BE,1,351,Bern,Bern-Mittelland,0,0
3032,Hinterkappelen,BE,1,360,Wohlen bei Bern,Bern-Mittelland,0,1
3032,Hinterkappelen,BE,1,351,Bern,Bern-Mittelland,0,1
3033,Wohlen b. Bern,BE,1,360,Wohlen bei Bern,Bern-Mittelland,1,0
3033,Wohlen b. Bern,BE,2,663,Frauenkappelen,Bern-Mittelland,1,0
3034,Murzelen,BE,1,360,Wohlen bei Bern,Bern-Mittelland,0,0
3035,Frieswil,BE,2,312,Seedorf (BE),Seeland,1,0
3035,Frieswil,BE,1,360,Wohlen bei Bern,Bern-Mittelland,1,0
3036,Detligen,BE,1,360,Wohlen bei Bern,Bern-Mittelland,1,0
3036,Detligen,BE,2,309,Radelfingen,Seeland,1,0
3037,Herrenschwanden,BE,1,360,Wohlen bei Bern,Bern-Mittelland,0,1
3037,Herrenschwanden,BE,1,354,Kirchlindach,Bern-Mittelland,0,1
3037,Herrenschwanden,BE,1,351,Bern,Bern-Mittelland,0,1
3038,Kirchlindach,BE,1,354,Kirchlindach,Bern-Mittelland,0,0
3042,Ortschwaben,BE,1,360,Wohlen bei Bern,Bern-Mittelland,1,0
3042,Ortschwaben,BE,1,354,Kirchlindach,Bern-Mittelland,1,0
3042,Ortschwaben,BE,2,307,Meikirch,Bern-Mittelland,1,0
3043,Uettligen,BE,1,360,Wohlen bei Bern,Bern-Mittelland,0,0
3044,Innerberg,BE,1,360,Wohlen bei Bern,Bern-Mittelland,0,0
3045,Meikirch,BE,1,360,Wohlen bei Bern,Bern-Mittelland,1,0
3045,Meikirch,BE,2,307,Meikirch,Bern-Mittelland,1,0
3046,Wahlendorf,BE,2,307,Meikirch,Bern-Mittelland,0,0
3047,Bremgarten b. Bern,BE,1,353,Bremgarten bei Bern,Bern-Mittelland,0,0
3048,Worblaufen,BE,1,362,Ittigen,Bern-Mittelland,0,1
3048,Worblaufen,BE,1,351,Bern,Bern-Mittelland,0,1
3049,Säriswil,BE,1,360,Wohlen bei Bern,Bern-Mittelland,0,0
3052,Zollikofen,BE,1,361,Zollikofen,Bern-Mittelland,1,0
3052,Zollikofen,BE,2,546,Münchenbuchsee,Bern-Mittelland,1,0
3053,Deisswil b. Münchenbuchsee,BE,2,535,Deisswil bei Münchenbuchsee,Bern-Mittelland,0,1
3053,Diemerswil,BE,2,546,Münchenbuchsee,Bern-Mittelland,0,1
3053,Lätti,BE,2,310,Rapperswil (BE),Seeland,0,1
3053,Münchenbuchsee,BE,2,544,Moosseedorf,Bern-Mittelland,0,1
3053,Münchenbuchsee,BE,2,546,Münchenbuchsee,Bern-Mittelland,0,1
3053,Münchenbuchsee,BE,2,311,Schüpfen,Seeland,0,1
3053,Wiggiswil,BE,2,553,Wiggiswil,Bern-Mittelland,0,1
3054,Schüpfen,BE,2,311,Schüpfen,Seeland,0,0
3063,Ittigen,BE,1,362,Ittigen,Bern-Mittelland,0,1
3063,Ittigen,BE,1,363,Ostermundigen,Bern-Mittelland,0,1
3063,Ittigen,BE,1,351,Bern,Bern-Mittelland,0,1
3065,Bolligen,BE,1,352,Bolligen,Bern-Mittelland,0,1
3065,Bolligen,BE,1,363,Ostermundigen,Bern-Mittelland,0,1
3066,Stettlen,BE,1,352,Bolligen,Bern-Mittelland,0,1
3066,Stettlen,BE,1,363,Ostermundigen,Bern-Mittelland,0,1
3066,Stettlen,BE,1,358,Stettlen,Bern-Mittelland,0,1
3066,Stettlen,BE,1,359,Vechigen,Bern-Mittelland,0,1
3067,Boll,BE,1,358,Stettlen,Bern-Mittelland,0,1
3067,Boll,BE,1,359,Vechigen,Bern-Mittelland,0,1
3068,Utzigen,BE,2,626,Walkringen,Bern-Mittelland,1,0
3068,Utzigen,BE,2,627,Worb,Bern-Mittelland,1,0
3068,Utzigen,BE,1,359,Vechigen,Bern-Mittelland,1,0
3072,Ostermundigen,BE,1,363,Ostermundigen,Bern-Mittelland,0,1
3072,Ostermundigen,BE,1,351,Bern,Bern-Mittelland,0,1
3073,Gümligen,BE,1,363,Ostermundigen,Bern-Mittelland,0,1
3073,Gümligen,BE,1,356,Muri bei Bern,Bern-Mittelland,0,1
3073,Gümligen,BE,1,351,Bern,Bern-Mittelland,0,1
3074,Muri b. Bern,BE,1,356,Muri bei Bern,Bern-Mittelland,0,0
3075,Rüfenacht BE,BE,2,627,Worb,Bern-Mittelland,0,0
3075,Vielbringen b. Worb,BE,2,627,Worb,Bern-Mittelland,0,0
3076,Worb,BE,2,627,Worb,Bern-Mittelland,1,0
3076,Worb,BE,1,356,Muri bei Bern,Bern-Mittelland,1,0
3076,Worb,BE,1,358,Stettlen,Bern-Mittelland,1,0
3076,Worb,BE,1,359,Vechigen,Bern-Mittelland,1,0
3077,Enggistein,BE,2,627,Worb,Bern-Mittelland,0,0
3078,Richigen,BE,2,627,Worb,Bern-Mittelland,0,0
3082,Schlosswil,BE,2,608,Grosshöchstetten,Bern-Mittelland,0,1
3082,Schlosswil,BE,2,627,Worb,Bern-Mittelland,0,1
3083,Trimstein,BE,2,616,Münsingen,Bern-Mittelland,0,0
3084,Wabern,BE,1,355,Köniz,Bern-Mittelland,0,1
3084,Wabern,BE,1,351,Bern,Bern-Mittelland,0,1
3086,Englisberg,BE,2,888,Wald (BE),Bern-Mittelland,1,0
3086,Zimmerwald,BE,2,888,Wald (BE),Bern-Mittelland,1,0
3086,Zimmerwald,BE,2,877,Niedermuhlern,Bern-Mittelland,1,0
3086,Zimmerwald,BE,2,861,Belp,Bern-Mittelland,1,0
3086,Zimmerwald,BE,1,357,Oberbalm,Bern-Mittelland,1,0
3087,Niedermuhlern,BE,2,880,Rüeggisberg,Bern-Mittelland,0,1
3087,Niedermuhlern,BE,2,888,Wald (BE),Bern-Mittelland,0,1
3087,Niedermuhlern,BE,2,877,Niedermuhlern,Bern-Mittelland,0,1
3088,Oberbütschel,BE,2,880,Rüeggisberg,Bern-Mittelland,0,0
3088,Rüeggisberg,BE,2,880,Rüeggisberg,Bern-Mittelland,0,0
3089,Hinterfultigen,BE,2,880,Rüeggisberg,Bern-Mittelland,0,0
3095,Spiegel b. Bern,BE,1,355,Köniz,Bern-Mittelland,0,0
3096,Oberbalm,BE,2,888,Wald (BE),Bern-Mittelland,1,0
3096,Oberbalm,BE,1,357,Oberbalm,Bern-Mittelland,1,0
3097,Liebefeld,BE,1,355,Köniz,Bern-Mittelland,0,1
3097,Liebefeld,BE,1,351,Bern,Bern-Mittelland,0,1
3098,Köniz,BE,1,355,Köniz,Bern-Mittelland,0,0
3098,Schliern b. Köniz,BE,1,355,Köniz,Bern-Mittelland,0,0
3099,Rüti b. Riggisberg,BE,2,853,Rüschegg,Bern-Mittelland,0,1
3099,Rüti b. Riggisberg,BE,2,879,Riggisberg,Bern-Mittelland,0,1
3110,Münsingen,BE,2,616,Münsingen,Bern-Mittelland,0,0
3111,Tägertschi,BE,2,616,Münsingen,Bern-Mittelland,0,0
3112,Allmendingen b. Bern,BE,2,630,Allmendingen,Bern-Mittelland,0,1
3112,Allmendingen b. Bern,BE,2,623,Rubigen,Bern-Mittelland,0,1
3113,Rubigen,BE,2,627,Worb,Bern-Mittelland,0,1
3113,Rubigen,BE,2,623,Rubigen,Bern-Mittelland,0,1
3114,Wichtrach,BE,2,632,Wichtrach,Bern-Mittelland,0,1
3114,Wichtrach,BE,2,611,Kiesen,Bern-Mittelland,0,1
3115,Gerzensee,BE,2,872,Kirchdorf (BE),Bern-Mittelland,0,1
3115,Gerzensee,BE,2,866,Gerzensee,Bern-Mittelland,0,1
3115,Gerzensee,BE,2,861,Belp,Bern-Mittelland,0,1
3116,Kirchdorf BE,BE,2,872,Kirchdorf (BE),Bern-Mittelland,0,0
3116,Mühledorf BE,BE,2,872,Kirchdorf (BE),Bern-Mittelland,0,0
3116,Noflen BE,BE,2,872,Kirchdorf (BE),Bern-Mittelland,0,0
3122,Kehrsatz,BE,2,861,Belp,Bern-Mittelland,0,1
3122,Kehrsatz,BE,2,870,Kehrsatz,Bern-Mittelland,0,1
3123,Belp,BE,2,884,Toffen,Bern-Mittelland,0,1
3123,Belp,BE,2,861,Belp,Bern-Mittelland,0,1
3123,Belp,BE,2,870,Kehrsatz,Bern-Mittelland,0,1
3124,Belpberg,BE,2,861,Belp,Bern-Mittelland,0,0
3125,Toffen,BE,2,872,Kirchdorf (BE),Bern-Mittelland,0,1
3125,Toffen,BE,2,884,Toffen,Bern-Mittelland,0,1
3125,Toffen,BE,2,861,Belp,Bern-Mittelland,0,1
3126,Gelterfingen,BE,2,872,Kirchdorf (BE),Bern-Mittelland,0,1
3126,Kaufdorf,BE,2,869,Kaufdorf,Bern-Mittelland,0,1
